Contrast_Severity_1
Image Name,PDQ,Variance
000000001532.jpg,79.24284370011657,0.10467109451879622
000000004134.jpg,79.81100946440593,0.12775542997541303
000000002473.jpg,79.8225738683956,0.13102301261261265
000000000872.jpg,75.4756544200467,0.11315134630809633
000000003501.jpg,78.38069433907108,0.11679664947860552
000000003255.jpg,74.53082442769808,0.12244135670373586
000000002157.jpg,79.50070435978792,0.12880422611114867
000000000776.jpg,78.50064448192849,0.14195948610274015
000000002431.jpg,79.75125571468473,0.12183837793343769
000000002006.jpg,77.7609948807289,0.11627069987494626
000000001993.jpg,79.00075114520112,0.11031634878566762
000000001000.jpg,76.97316622470291,0.13402215173157797
000000001675.jpg,74.20741909546449,0.13365932712890766
000000005060.jpg,74.03436074196136,0.12080350783971644
000000001503.jpg,79.6006253604875,0.10885361745310042
000000000632.jpg,78.49279234199403,0.14250592483484803
000000002587.jpg,77.37453056671289,0.11236242375394312
000000000785.jpg,75.81082433908352,0.10281840982040215
000000000802.jpg,75.49614790587945,0.14426925641680627
000000003156.jpg,74.34455853384698,0.11855492293445999
000000002299.jpg,74.7498460225009,0.09739268545304686
000000001761.jpg,78.32125993552789,0.12669672157558903
000000004395.jpg,76.88861158334926,0.11918808019552765
000000005001.jpg,75.0230468654386,0.11728027243866797
000000002592.jpg,78.502728643514,0.0969898066061952
000000001296.jpg,74.5528427186056,0.11607486748856007
000000002153.jpg,76.21953757403776,0.10906690244681394
000000001268.jpg,76.934939811466,0.10769840760740927
000000000285.jpg,75.66455373381018,0.1239911419572116

Brightness_Severity_5
000000002149.jpg,74.65488177192843,0.10357433760322485
000000004765.jpg,75.67515933031174,0.12830937835982179
000000002261.jpg,78.47116220604752,0.12589499238021962
000000000872.jpg,75.21416172353652,0.18769753953754734
000000002923.jpg,74.9100530961386,0.20224613932987442
000000001675.jpg,74.03007294591919,0.1561091312242442
000000002685.jpg,74.10169751290879,0.19080481704523877
000000005037.jpg,75.05480173771862,0.1989478852344596
000000002587.jpg,73.86459769249512,0.15690604406019074
000000001296.jpg,74.39868593903472,0.18724661656404237
000000001532.jpg,74.94947404018066,0.17965140699540086
000000001993.jpg,73.76066567837589,0.15024580277787553
000000003661.jpg,73.56734737856812,0.14540301561993574
000000005001.jpg,72.60721878193478,0.19208289442441523
000000002153.jpg,74.08905256037798,0.20936097497952325
000000003501.jpg,72.54672362806805,0.19637371182291272
000000003553.jpg,73.41553098184097,0.14639343454728054
000000000724.jpg,73.50037509598795,0.17701802716175027
000000001000.jpg,74.12165097282265,0.1872483236429148
000000005060.jpg,72.9664475079767,0.2024453662606395
000000002431.jpg,75.00291318689736,0.20983180723974568
000000003845.jpg,73.18907263935533,0.18885252404719485
000000001490.jpg,75.15631007047068,0.1790737311274785
000000002299.jpg,74.80617852049544,0.1510995171636476
000000004765.jpg,72.98013544771865,0.14631382701878537
000000001503.jpg,74.27499886678433,0.15622595929230382
000000002473.jpg,74.44519690306304,0.15062880199303763
000000000776.jpg,73.90163081147185,0.19605385271815096
000000002149.jpg,74.0905304443461,0.19907726183254368
000000000139.jpg,74.45709572643449,0.1787900950063608
000000000885.jpg,73.15096883468328,0.2079039397540168
000000001818.jpg,72.8616662577107,0.15693265077432256

Fog_Severity_1
000000000872.jpg,78.74908023769473,0.08260206371941119
000000002923.jpg,79.90142861281983,0.11795542149013333
000000001675.jpg,79.4639878836228,0.11862528132298236
000000002685.jpg,79.19731696839408,0.11233589392465844
000000005037.jpg,78.31203728088488,0.09218455076693483
000000002587.jpg,78.3119890406724,0.08390688456025536
000000001296.jpg,78.1161672243364,0.10736932106048627
000000001532.jpg,79.73235229154987,0.09760609974958405
000000001993.jpg,79.20223002348642,0.08488152939379115
000000003661.jpg,79.41614515559209,0.0998070764044508
000000005001.jpg,78.04116898859161,0.08137554084460874
000000002153.jpg,79.939819704324,0.11637281608315128
000000003501.jpg,79.66488528160085,0.09035119926400068
000000003553.jpg,78.42467822135656,0.10650089137415927
000000000724.jpg,78.3636499344142,0.09246844304357643
000000001000.jpg,78.36680901970686,0.10080272084711243
000000005060.jpg,78.60848448591908,0.10186841117373119
000000002431.jpg,79.04951286326448,0.08739417822102108
000000003845.jpg,78.86389003728424,0.11878338511058234
000000001490.jpg,78.58245828039608,0.11100531293444457
000000002299.jpg,79.22370578944476,0.11757995766256757
000000004765.jpg,78.27898772130408,0.11579309401710594
000000001503.jpg,78.58428929707044,0.1039159991524434
000000002473.jpg,78.73272368658738,0.11687496940092468
000000000776.jpg,78.91213996843408,0.08353970008207678
000000002149.jpg,79.57035192278603,0.08783931449676581
000000000139.jpg,78.39934756431671,0.08180909155642152
000000000885.jpg,79.02846887682722,0.09301321323053058
000000001818.jpg,79.18482913772408,0.09554709158757928
000000001584.jpg,78.09290082544,0.09085396127095584
000000001268.jpg,79.21508970380287,0.11314950036607717
000000004134.jpg,78.34104824737459,0.09427013306774357

Fog_Severity_2
000000000885.jpg,72.68560705812429,0.12372769503303155
000000001000.jpg,74.25617649894949,0.11649311739524978
000000002153.jpg,71.84554534984858,0.08593185363255124
000000005037.jpg,75.81318188452424,0.09219974845149115
000000004765.jpg,71.44730386207863,0.08638861811219181
000000002261.jpg,76.9213216196031,0.13236719125604732
000000002685.jpg,75.63346861577995,0.10789105456180083
000000004395.jpg,72.19229408920503,0.1226513725285174
000000005001.jpg,71.03313270274161,0.15297505201838307
000000001993.jpg,75.892768570729,0.1029462094153145
000000001675.jpg,75.2411440630857,0.11518910215070786
000000003501.jpg,75.37404300824592,0.1414218865292717
000000000139.jpg,75.62762208011567,0.10138866057736332
000000002157.jpg,71.44426791040455,0.08985047314698827
000000004795.jpg,73.15079437126563,0.10602111042144638
000000001818.jpg,71.69521435715077,0.09625281783130434
000000004495.jpg,76.17862055525356,0.15465702157803557
000000001761.jpg,74.73978876096535,0.1454171488468957
000000001425.jpg,72.98538814911589,0.13213868549479219
000000002431.jpg,71.38135010171614,0.15023100485426655
000000000872.jpg,72.86589393029398,0.14507907784433272
000000000724.jpg,72.95109993216049,0.09817932447533873
000000002473.jpg,75.37763707002838,0.15183448388523832
000000000285.jpg,74.82534482813128,0.12499001038558946
000000002923.jpg,76.32327645545796,0.14536545179246876
000000002299.jpg,73.8332895509717,0.1521029387941855
000000002006.jpg,71.71756547562981,0.10816826409786166
000000001490.jpg,75.27946872333797,0.09236394626410344
000000001353.jpg,75.56471029170139,0.10132307235318758
000000003845.jpg,74.36766318541697,0.11646019193559548
000000002592.jpg,75.62580307972736,0.14616912221010947
000000003553.jpg,73.96277357818634,0.14941552432748212

Fog_Severity_3
000000000872.jpg,67.03476065265595,0.07505200003139603
000000002923.jpg,69.55373651288782,0.11896276787853417
000000001675.jpg,69.0870550157439,0.11916593198630851
000000002685.jpg,68.11053905235366,0.1029385975564099
000000005037.jpg,67.59932683666841,0.028988101829031776
000000002587.jpg,68.68807585701813,0.1526602142678135
000000001296.jpg,71.7145485195626,0.06724949078530815
000000001532.jpg,68.61601466010377,0.0449620727263758
000000001993.jpg,69.59395310871683,0.02076867349809081
000000003661.jpg,70.51509479447589,0.11208822856924813
000000005001.jpg,68.81814801189647,0.12647568406581888
000000002153.jpg,71.8589104136048,0.016753579602024123
000000003501.jpg,71.81223647471056,0.09900744767768063
000000003553.jpg,68.25891147912682,0.051598298682857695
000000000724.jpg,69.48624252946193,0.12109868320796867
000000001000.jpg,68.50439154908385,0.042944827214828576
000000005060.jpg,68.42420247188734,0.12869566452500933
000000002431.jpg,67.18443473677266,0.0781980674858892
000000003845.jpg,70.04782166989949,0.16949717813029794
000000001490.jpg,69.51339511614431,0.036828476728234874
000000002299.jpg,67.25739375624995,0.0706170142743429
000000004765.jpg,68.39323232118306,0.032836604525937785
000000001503.jpg,71.54132942983327,0.16749914063424143
000000002473.jpg,68.19780945333486,0.15963833266124283
000000000776.jpg,67.72447436045611,0.05681831020071582
000000002149.jpg,69.44726380138782,0.12355735164167371
000000000139.jpg,71.928252270553,0.14965888523340182
000000000885.jpg,68.2102763575575,0.10616333472551073
000000001818.jpg,70.36067773702939,0.10192199600709706
000000001584.jpg,70.80809807664359,0.05414748028947498
000000001268.jpg,68.188187719962,0.029455059455779267
000000004134.jpg,70.6410817430593,0.16293781582025224

Fog_Severity_4
000000001296.jpg,70.10376251446998,0.20386821309135528
000000001818.jpg,67.69791311545941,0.20195906790411752
000000000724.jpg,65.0512681194383,0.2675709499277201
000000002431.jpg,65.14288617151395,0.21537879522000844
000000001000.jpg,68.53360110983215,0.2602841899659402
000000003845.jpg,70.0739923395732,0.23680247633975365
000000002157.jpg,69.98377781838606,0.2515330173187484
000000004495.jpg,69.01887991271862,0.2252373383794673
000000001490.jpg,67.77828481538859,0.23192134961637234
000000005037.jpg,62.75725968495544,0.22432659244369776
000000000776.jpg,63.45465842685152,0.197571868901824
000000001675.jpg,70.08698769674372,0.2450206903735355
000000001532.jpg,67.4578615369363,0.20526951261967702
000000001503.jpg,62.08277346454967,0.18218843697883083
000000003934.jpg,62.91324388579429,0.2380925066316451
000000002261.jpg,67.9715159219725,0.1959399611466344
000000005060.jpg,62.045554254615965,0.2646412725917623
000000000632.jpg,63.44727246275749,0.26585357193023285
000000002592.jpg,66.93860410429927,0.2623377951198404
000000000885.jpg,68.22705677923423,0.21331428302299
000000001425.jpg,67.8676513355234,0.18139109548759808
000000002149.jpg,64.01842378514503,0.26354867063289533
000000000139.jpg,68.40961299212782,0.2185365733485583
000000001268.jpg,64.1352417874712,0.2669989337139303
000000002685.jpg,64.9285972834334,0.26672579793803275
000000002532.jpg,68.71842264606222,0.2567708509920624
000000002006.jpg,67.84669609142493,0.2065004002862627
000000002153.jpg,69.6430106944476,0.21465879557417328
000000000785.jpg,67.91851603070309,0.2566023004365171
000000002923.jpg,67.11477743001925,0.20852298046406498
000000003553.jpg,62.84307291045283,0.19525434720174834
000000002299.jpg,65.3094422275349,0.23011211362125153

Fog_Severity_5
000000000872.jpg,64.36154774160781,0.35461650085131374
000000002923.jpg,61.96029796674973,0.47633330422760434
000000001675.jpg,60.700611700893646,0.25220009997561976
000000002685.jpg,55.97176493770768,0.25493927549968576
000000005037.jpg,61.1500722669917,0.5690402242638632
000000002587.jpg,64.90053850104263,0.38407625656450517
000000001296.jpg,56.40084015236524,0.2908242050607539
000000001532.jpg,60.18329652363737,0.44889730402192174
000000001993.jpg,63.773730719279556,0.5479974212394443
000000003661.jpg,62.40768617754205,0.3263284109987373
000000005001.jpg,61.97015740995268,0.4891561903276001
000000002153.jpg,62.02484083987109,0.2741389859975072
000000003501.jpg,58.594911512197555,0.26067268846744307
000000003553.jpg,57.93591844264493,0.4525418526272592
000000000724.jpg,63.093611554785134,0.4562540486440426
000000001000.jpg,63.101133946791805,0.4949719605992826
000000005060.jpg,63.67072318580104,0.5304365334890646
000000002431.jpg,64.1324055255647,0.6303408317850139
000000003845.jpg,60.11342398860938,0.4465201393204781
000000001490.jpg,60.015162946871996,0.3691825891764984
000000002299.jpg,62.98295178966775,0.5580744779074815
000000004765.jpg,61.49963930777765,0.3483329005048297
000000001503.jpg,62.019668772577035,0.41558856828225443
000000002473.jpg,62.95792669436101,0.27138255253690635
000000000776.jpg,63.90005341817566,0.250140297366183
000000002149.jpg,58.37995156851536,0.6250593658711701
000000000139.jpg,58.75582952639944,0.5743920482048823
000000000885.jpg,55.93981939840869,0.5183896824374792
000000001818.jpg,60.78280140996174,0.40358117776570795
000000001584.jpg,55.35942273796742,0.3093177280283383
000000001268.jpg,59.6559801813246,0.3025748170684344
000000004134.jpg,60.42644634707577,0.3400971592658381
